,dataset,Method,count,mean,std,min,25%,50%,75%,max
0,KITTI,evidence,1.0,-0.036966420898104015,,-0.036966420898104015,-0.036966420898104015,-0.036966420898104015,-0.036966420898104015,-0.036966420898104015
